wisid                                            ,school                                                     ,location                 ,latitude    ,longitude    , , ,
49064                                            ,University of West Georgia                                 ,"Carrollton, GA"         ,33.5750493  ,-85.10336012 , , ,
49279                                            ,University of Wisconsin Eau Claire                         ,"Eau Claire, WI"         ,44.79876995 ,-91.50700141 , , ,
49280                                            ,University of Wisconsin La Crosse                          ,"La Crosse, WI"          ,43.8156316  ,-91.23146108 , , ,
49356                                            ,University of Wisconsin Madison                            ,"Madison, WI"            ,43.07982815 ,-89.43066425 , , ,
49285                                            ,University of Wisconsin Oshkosh                            ,"Oshkosh, WI"            ,44.02519995 ,-88.55108667 , , ,
49281                                            ,University of Wisconsin Platteville                        ,"Platteville, WI"        ,42.73085395 ,-90.49514463 , , ,
49282                                            ,University of Wisconsin River Falls                        ,"River Falls, WI"        ,44.84814275 ,-92.61935994 , , ,
49283                                            ,University of Wisconsin Stevens Point                      ,"Stevens Point, WI"      ,44.53164045 ,-89.56946674 , , ,
49286                                            ,University of Wisconsin Stout                              ,"Menomonie, WI"          ,44.87149575 ,-91.9265129  , , ,
49284                                            ,University of Wisconsin Whitewater                         ,"Whitewater, WI"         ,42.84435955 ,-88.74366643 , , ,
49003                                            ,University of Wyoming                                      ,"Laramie, WY"            ,41.3144774  ,-105.5643229 , , ,
49129                                            ,Ursinus College                                            ,"Collegeville, PA"       ,40.1954088  ,-75.45531989 , , ,
48973                                            ,US Air Force Academy                                       ,"USAF Academy, CO"       ,38.9912381  ,-104.8588346 , , ,
48991                                            ,US Military Academy                                        ,"West Point, NY"         ,41.3558443  ,-74.00776719 , , ,
48990                                            ,US Naval Academy                                           ,"Annapolis, MD"          ,38.9815984  ,-76.4832158  , , ,
48995                                            ,Utah State University                                      ,"Logan, UT"              ,41.75246665 ,-111.8088345 , , ,
49146                                            ,Utica College                                              ,"Utica, NY"              ,43.09724785 ,-75.27048436 , , ,
49072                                            ,Valdosta State University                                  ,"Valdosta, GA"           ,30.8471471  ,-83.288946   , , ,
49405                                            ,Valparaiso University                                      ,"Valparaiso, IN"         ,41.4629448  ,-87.0446489  , , ,
48977                                            ,Vanderbilt University                                      ,"Nashville, TN"          ,36.14380105 ,-86.80281889 , , ,
49439                                            ,Villanova University                                       ,"Villanova, PA"          ,40.0367774  ,-75.34202332 , , ,
49406                                            ,Virginia Military Institute                                ,"Lexington, VA"          ,37.79133385 ,-79.4355152  , , ,
49159                                            ,Virginia Polytechnic Institute and State University        ,"Blacksburg, VA"         ,37.21872455 ,-80.42542519 , , ,
49509                                            ,Virginia State University                                  ,"Petersburg, VA"         ,37.2383399  ,-77.41950354 , , ,
49510                                            ,Virginia Union University                                  ,"Richmond, VA"           ,37.5617598  ,-77.45105979 , , ,
49235                                            ,Wabash College                                             ,"Crawfordsville, IN"     ,40.0367517  ,-86.9072699  , , ,
49429                                            ,Wagner College                                             ,"Staten Island, NY"      ,40.61517525 ,-74.0937539  , , ,
49154                                            ,Wake Forest University                                     ,"Winston-Salem, NC"      ,36.134335   ,-80.2781152  , , ,
49188                                            ,Wartburg College                                           ,"Waverly, IA"            ,42.7302936  ,-92.4854193  , , ,
49094                                            ,Washburn University of Topeka                              ,"Topeka, KS"             ,39.0336986  ,-95.70156891 , , ,
49193                                            ,Washington and Jefferson College                           ,"Washington, PA"         ,40.1719209  ,-80.24134964 , , ,
49249                                            ,Washington and Lee University                              ,"Lexington, VA"          ,37.7929993  ,-79.4477349  , , ,
48965                                            ,Washington State University                                ,"Pullman, WA"            ,46.73357155 ,-117.1452759 , , ,
49557                                            ,Washington University(Missouri)                            ,"St. Louis, MO"          ,38.634807   ,-90.258941   , , ,
49106                                            ,Wayne State College (NE)                                   ,"Wayne, NE"              ,42.24278285 ,-97.01351786 , , ,
49060                                            ,Wayne State University (MI)                                ,"Detroit, MI"            ,42.3593595  ,-83.07160552 , , ,
49194                                            ,Waynesburg College                                         ,"Waynesburg, PA"         ,39.8964641  ,-80.1792299  , , ,
49450                                            ,Weber State University                                     ,"Ogden, UT"              ,41.19294715 ,-111.939693  , , ,
49230                                            ,Wesley College                                             ,"Dover, DE"              ,39.1635704  ,-75.5285015  , , ,
49216                                            ,Wesleyan University(Connecticut)                           ,"Middletown, CT"         ,41.5559033  ,-72.65598838 , , ,
49115                                            ,West Chester University of Pennsylvania                    ,"West Chester, PA"       ,39.9519084  ,-75.59729474 , , ,
49108                                            ,West Liberty State College                                 ,"West Liberty, WV"       ,40.169794   ,-80.5986853  , , ,
49084                                            ,West Texas A&M University                                  ,"Canyon, TX"             ,34.9853477  ,-101.9117285 , , ,
49109                                            ,West Virginia State College                                ,"Institute, WV"          ,38.4758406  ,-80.8408415  , , ,
49344                                            ,West Virginia University                                   ,"Morgantown, WV"         ,37.96550575 ,-78.44844387 , , ,
49476                                            ,West Virginia Wesleyan College                             ,"Buckhannon, WV"         ,38.9956666  ,-80.2264591  , , ,
49040                                            ,Western Carolina University                                ,"Cullowhee, NC"          ,35.3100146  ,-83.19904022 , , ,
49464                                            ,Western Colorado University                                ,"Gunnison, CO"           ,38.55033015 ,-106.9191706 , , ,
49139                                            ,Western Connecticut State University                       ,"Danbury, CT"            ,41.40049545 ,-73.44502465 , , ,
49014                                            ,Western Illinois University                                ,"Macomb, IL"             ,41.5139231  ,-90.49290582 , , ,
49015                                            ,Western Kentucky University                                ,"Bowling Green, KY"      ,36.9845317  ,-86.4576443  , , ,
49384                                            ,Western Michigan University                                ,"Kalamazoo, MI"          ,42.28333755 ,-85.60950673 , , ,
49200                                            ,Western New England College                                ,"Springfield, MA"        ,42.1125825  ,-72.51478135 , , ,
49458                                            ,Western New Mexico University                              ,"Silver City, NM"        ,32.7774008  ,-108.2856984 , , ,
49484                                            ,Western Oregon University                                  ,"Monmouth, OR"           ,44.8531319  ,-123.2415047 , , ,
49485                                            ,Western Washington University                              ,"Bellingham, WA"         ,48.727623   ,-122.4898664 , , ,
49205                                            ,Westfield State College                                    ,"Westfield, MA"          ,42.13060485 ,-72.78398256 , , ,
49278                                            ,Westminster College(Missouri)                              ,"Fulton, MO"             ,38.84916975 ,-91.95683344 , , ,
49569                                            ,Westminster College(Pennsylvania)                          ,"New Wilmington, PA"     ,41.1182434  ,-80.32868957 , , ,
49182                                            ,Wheaton College(Illinois)                                  ,"Wheaton, IL"            ,41.86963745 ,-88.09755525 , , ,
49266                                            ,Whittier College                                           ,"Whittier, CA"           ,33.97784155 ,-118.0302221 , , ,
49525                                            ,Whitworth University                                       ,"Spokane, WA"            ,47.75434905 ,-117.417923  , , ,
49334                                            ,Widener University                                         ,"Chester, PA"            ,39.8606395  ,-75.35659321 , , ,
49329                                            ,Wilkes University                                          ,"Wilkes-Barre, PA"       ,41.2444276  ,-75.89029117 , , ,
49526                                            ,Willamette University                                      ,"Salem, OR"              ,44.9355889  ,-123.0308129 , , ,
49224                                            ,William Paterson University of New Jersey                  ,"Wayne, NJ"              ,40.947469   ,-74.19655436 , , ,
49212                                            ,Williams College                                           ,"Williamstown, MA"       ,42.7130236  ,-73.2030082  , , ,
49542                                            ,Wilmington College(Ohio)                                   ,"Wilmington, OH"         ,39.441677   ,-83.81731601 , , ,
49470                                            ,Wingate University                                         ,"Wingate, NC"            ,34.9871011  ,-80.43731492 , , ,
49102                                            ,Winona State University                                    ,"Winona, MN"             ,44.0469203  ,-91.64403771 , , ,
49517                                            ,Winston-Salem State University                             ,"Winston-Salem, NC"      ,36.0895154  ,-80.22397373 , , ,
49317                                            ,Wisconsin Lutheran College                                 ,"Milwaukee, WI"          ,43.03726535 ,-88.02194662 , , ,
49236                                            ,Wittenberg University                                      ,"Springfield, OH"        ,39.9351075  ,-83.81305545 , , ,
49041                                            ,Wofford College                                            ,"Spartanburg, SC"        ,34.96104065 ,-81.93527627 , , ,
49140                                            ,Worcester Polytechnic Institute                            ,"Worcester, MA"          ,42.27451265 ,-71.80905947 , , ,
49206                                            ,Worcester State College                                    ,"Worcester, MA"          ,42.2625932  ,-71.8022934  , , ,
49028                                            ,Yale University                                            ,"New Haven, CT"          ,41.25713055 ,-72.9896696  , , ,
49016                                            ,Youngstown State University                                ,"Youngstown, OH"         ,41.1067218  ,-80.64775416 , , ,
