wis_id,school_short,location,coach,,,,
52151,Missouri Southern State University,"Joplin, MO",Sim AI,,,,
52077,Missouri State University,"Springfield, MO",bhouska,,,,
52147,Missouri Western State College,"St. Joseph, MO",Sim AI,,,,
52587,Monmouth College (Illinois) ,"Monmouth, IL",Sim AI,,,,
52462,Monmouth University,"West Long Branch, NJ",Sim AI,,,,
52492,Montana State University,"Bozeman, MT",Sim AI,,,,
52280,Montclair State University,"Upper Montclair, NJ",Sim AI,,,,
52371,Moravian College,"Bethlehem, PA",Sim AI,,,,
52093,Morehead State University,"Morehead, KY",Sim AI,,,,
52335,Morehouse College,"Atlanta, GA",Sim AI,,,,
52459,Morgan State University,"Baltimore, MD",Sim AI,,,,
52288,Mount Ida College,"Newton Centre, MA",Sim AI,,,,
52574,Mount Union College,"Alliance, OH",Sim AI,,,,
52188,Muhlenberg College,"Allentown, PA",Sim AI,,,,
52435,Murray State University,"Murray, KY",Sim AI,,,,
52575,Muskingum College,"New Concord, OH",Sim AI,,,,
52314,Nebraska Wesleyan University,"Lincoln, NE",covman2003,,,,
52500,New Mexico Highlands University,"Las Vegas, NM",Sim AI,,,,
52052,New Mexico State University,"Las Cruces, NM",Sim AI,,,,
52510,Newberry College,"Newberry, SC",Sim AI,,,,
52106,Nicholls State University,"Thibodaux, LA",Sim AI,,,,
52610,Nichols College,"Dudley, MA",Sim AI,,,,
52451,Norfolk State University,"Norfolk, VA",wildeman27,,,,
52460,North Carolina A&T State University,"Greensboro, NC",Sim AI,,,,
52553,North Carolina Central University,"Durham, NC",obxdreamin,,,,
52216,North Carolina State University,"Raleigh, NC",Sim AI,,,,
52326,North Central College,"Naperville, IL",Sim AI,,,,
52159,North Dakota State University,"Fargo, ND",Sim AI,,,,
52327,North Park University,"Chicago, IL",Noleman2693,,,,
52134,Northeastern State University,"Tahlequah, OK",Sim AI,,,,
52479,Northeastern University,"Boston, MA",Sim AI,,,,
52491,Northern Arizona University,"Flagstaff, AZ",NickGC08,,,,
52421,Northern Illinois University,"De Kalb, IL",Sim AI,,,,
52559,Northern Michigan University,"Marquette, MI",majresorter,,,,
52165,Northern State University,"Aberdeen, SD",Sim AI,,,,
52148,Northwest Missouri State University,"Maryville, MO",Sim AI,,,,
52107,Northwestern State University,"Natchitoches, LA",smeclayco,,,,
52391,Northwestern University,"Evanston, IL",schultz11,,,,
52118,Northwood University,"Midland, MI",Sim AI,,,,
52195,Norwich University,"Northfield, VT",excel418,,,,
52294,Oberlin College,"Oberlin, OH",Sim AI,,,,
52626,Occidental College,"Los Angeles, CA",Sim AI,,,,
52576,Ohio Northern University,"Ada, OH",Sim AI,,,,
52395,Ohio State University,"Columbus, OH",buckeyedick,,,,
52416,Ohio University,"Athens, OH",Sim AI,,,,
52300,Ohio Wesleyan University,"Delaware, OH",Sim AI,,,,
52495,Oklahoma PanhandleState University,"Goodwell, OK",jalisa16,,,,
52229,Oklahoma State University,"Stillwater, OK",Sim AI,,,,
52356,Olivet College,"Olivet, MI",Sim AI,,,,
52022,Oregon State University,"Corvallis, OR",Sim AI,,,,
52579,Otterbein College,"Westerville, OH",Sim AI,,,,
52123,Ouachita Baptist University,"Arkadelphia, AR",Sim AI,,,,
52531,Pace University,"Pleasantville, NY",Sim AI,,,,
52305,Pacific Lutheran University,"Tacoma, WA",Sim AI,,,,
52396,Pennsylvania State University,"University Park, PA",airraiddevil,,,,
52149,Pittsburg State University,"Pittsburg, KS",Sim AI,,,,
52196,Plymouth State College,"Plymouth, NH",stickball,,,,
52627,Pomona-Pitzer Colleges ,"Claremont, CA",CoachLev,,,,
52487,Portland State University,"Portland, OR",Sim AI,,,,
52115,Prairie View A&M University,"Prairie View, TX",Sim AI,,,,
52506,Presbyterian College,"Clinton, SC",Sim AI,,,,
52090,Princeton University,"Princeton, NJ",EzayPickens,,,,
52568,Principia College,"Elsah, IL",Sim AI,,,,
52397,Purdue University,"West Lafayette, IN",Sim AI,,,,
52338,Quincy University,"Quincy, IL",Sim AI,,,,
52612,Randolph-Macon College,"Ashland, VA",Sim AI,,,,
52191,Rensselaer Polytechnic Institute,"Troy, NY",Sim AI,,,,
52622,Rhodes College,"Memphis, TN",Sim AI,,,,
52402,Rice University,"Houston, TX",Sim AI,,,,
52588,Ripon College,"Ripon, WI",Sim AI,,,,
52463,Robert Morris University,"Moon Township, PA",Sim AI,,,,
52289,Rockford College,"Rockford, IL",Sim AI,,,,
52623,Rose-Hulman Instituteof Technology,"Terre Haute, IN",Sim AI,,,,
52281,Rowan University,"Glassboro, NJ",Sim AI,,,,
52377,"Rutgers, State University of New Jersey, New Brunswick","New Brunswick, NJ",truedevil33,,,,
52464,Sacred Heart University,"Fairfield, CT",Sim AI,,,,
52560,Saginaw Valley State University,"University Center, MI",Sim AI,,,,
52532,Saint Anselm College,"Manchester, NH",Sim AI,,,,
52469,Saint Francis University (Pennsylvania),"Loretto, PA",Sim AI,,,,
52337,Saint Joseph`s College,"Rensselaer, IN",Jmurphy8587,,,,
52373,Salisbury University,"Salisbury, MD",Sim AI,,,,
52258,Salve Regina University,"Newport, RI",Sim AI,,,,
52493,Sam Houston State University,"Huntsville, TX",Sim AI,,,,
52436,Samford University,"Birmingham, AL",Sim AI,,,,
52065,San Diego State University,"San Diego, CA",Sim AI,,,,
52066,San Jose State University,"San Jose, CA",Sim AI,,,,
52080,Savannah State University,"Savannah, GA",Sim AI,,,,
52546,Shaw University,"Raleigh, NC",Sim AI,,,,
52310,Shenandoah University,"Winchester, VA",Sim AI,,,,
52512,Shepherd College,"Shepherdstown, WV",Sim AI,,,,
52180,Shippensburg University of Pennsylvania,"Shippensburg, PA",pwiest,,,,
52455,Siena College,"Loudonville, NY",Sim AI,,,,
52247,Simpson College,"Indianola, IA",Sim AI,,,,
52181,SlipperyRock University of Pennsylvania ,"Slippery Rock, PA",Sim AI,,,,
52461,South Carolina State University,"Orangeburg, SC",Sim AI,,,,
52160,South Dakota State University,"Brookings, SD",Sim AI,,,,
52437,Southeast Missouri State University,"Cape Girardeau, MO",Sim AI,,,,
52081,Southeastern Louisiana University,"Hammond, LA",Sim AI,,,,
52135,Southeastern Oklahoma State University - Durant,"Durant, OK",Sim AI,,,,
52129,Southern Arkansas University,"Magnolia, AR",Sim AI,,,,
52529,Southern Connecticut State University,"New Haven, CT",brickyard9,,,,
52073,Southern Illinois University at Carbondale,"Carbondale, IL",Sim AI,,,,
52410,Southern Methodist University,"Dallas, TX",Sim AI,,,,
52540,"Southern University, Baton Rouge","Baton Rouge, LA",Sim AI,,,,
52082,Southern Utah University,"Cedar City, UT",Sim AI,,,,
52152,Southwest Baptist University,"Bolivar, MO",Sim AI,,,,
52538,Southwest Minnesota State University,"Marshall, MN",Sim AI,,,,
52136,Southwestern Oklahoma State University - Weatherford ,"Weatherford, OK",Sim AI,,,,
52201,Springfield College,"Springfield, MA",Sim AI,,,,
52554,St. Augustine`s College,"Raleigh, NC",Sim AI,,,,
52161,St. Cloud State University,"St. Cloud, MN",Sim AI,,,,
52205,St. John Fisher College,"Rochester, NY",Sim AI,,,,
52600,St. John`s University (Minnesota),"Collegeville, MN",Sim AI,,,,
52192,St. Lawrence University,"Canton, NY",Sim AI,,,,
52489,St. Mary`s College of California,"Moraga, CA",Sim AI,,,,
52589,St. Norbert College,"De Pere, WI",Sim AI,,,,
52604,St. Olaf College,"Northfield, MN",mfnmyers,,,,
52432,St. Peter`s College,"Jersey City, NJ",Sim AI,,,,
52032,Stanford University,"Stanford, CA",Sim AI,,,,
52361,State University Collegeat Brockport ,"Brockport, NY",Sim AI,,,,
52282,State University Collegeat Cortland ,"Cortland, NY",Sim AI,,,,
52069,Stephen F. Austin State University,"Nacogdoches, TX",Sim AI,,,,
52569,Stillman College,"Tuscaloosa, AL",Sim AI,,,,
52533,Stonehill College,"Easton, MA",superv97,,,,
52465,Stony Brook University,"Stony Brook, NY",Sim AI,,,,
52347,Sul Ross State University,"Alpine, TX",Sim AI,,,,
52366,Susquehanna University,"Selinsgrove, PA",Lion_King,,,,
52378,Syracuse University,"Syracuse, NY",jtimpa,,,,
52137,Tarleton State University,"Stephenville, TX",Sim AI,,,,
52379,Temple University,"Philadelphia, PA",huskerfan26,,,,
52438,Tennessee State University,"Nashville, TN",Sim AI,,,,
52428,Tennessee Technological University,"Cookeville, TN",Sim AI,,,,
52231,"Texas A&M University, College Station","College Station, TX",Sim AI,,,,
52142,"Texas A&M University, Commerce","Commerce, TX",ricemt28,,,,
52143,"Texas A&M University, Kingsville","Kingsville, TX",Sim AI,,,,
52407,Texas Christian University,"Fort Worth, TX",madhatter324,,,,
52348,Texas Lutheran University,"Seguin, TX",Renegades202,,,,
52541,Texas Southern University,"Houston, TX",chadsteelers,,,,
52070,"Texas State University, San Marcos","San Marcos, TX",scoobybud,,,,
52230,Texas Tech University,"Lubbock, TX",Sim AI,,,,
52099,The Citadel,"Charleston, SC",markbl,,,,
52283,The College of New Jersey,"Ewing, NJ",Sim AI,,,,
52252,Thiel College,"Greenville, PA",Sim AI,,,,
52315,Thomas More College,"Crestview Hills, KY",Sim AI,,,,
52426,Towson University,"Towson, MD",Sim AI,,,,
52270,Trinity College (Connecticut),"Hartford, CT",Sim AI,,,,
52624,Trinity University (Texas),"San Antonio, TX",Sim AI,,,,
52057,Troy State University,"Troy, AL",Sim AI,,,,
52150,Truman State University,"Kirksville, MO",Sim AI,,,,
52271,Tufts University,"Medford, MA",Sim AI,,,,
52408,Tulane University,"New Orleans, LA",Sim AI,,,,
52507,Tusculum College,"Greeneville, TN",scooby24210,,,,
52332,Tuskegee University,"Tuskegee, AL",Sim AI,,,,
52197,U.S. Coast Guard Academy,"New London, CT",Sim AI,,,,
52198,U.S. Merchant Marine Academy,"Kings Point, NY",Sim AI,,,,
52193,Union College (NY),"Schenectady, NY",Sim AI,,,,
52466,University at Albany,"Albany, NY",Sim AI,,,,
52417,University at Buffalo,"Buffalo, NY",Sim AI,,,,
52414,University of Akron,"Akron, OH",Sim AI,,,,
52409,University of Alabama at Birmingham,"Birmingham, AL",Sim AI,,,,
52043,"University of Alabama, Tuscaloosa","Tuscaloosa, AL",bigdino21,,,,
52029,University of Arizona,"Tucson, AZ",bigbuck75,,,,
52044,"University of Arkansas, Fayetteville","Fayetteville, AR",kwheeler,,,,
52130,"University of Arkansas, Monticello","Monticello, AR",Sim AI,,,,
52542,"University of Arkansas, Pine Bluff","Pine Bluff, AR",Sim AI,,,,
52026,"University of California, Berkeley","Berkeley, CA",chimpythecat,,,,
52031,"University of California, Los Angeles","Los Angeles, CA",drichard,,,,
52125,University of Central Arkansas,"Conway, AR",Sim AI,,,,
52406,University of Central Florida,"Orlando, FL",Sim AI,,,,
52138,University of Central Oklahoma,"Edmond, OK",Sim AI,,,,
52167,University of Charleston,"Charleston, WV",hhauto,,,,
52594,University of Chicago,"Chicago, IL",S_Cottrell23,,,,
52384,University of Cincinnati,"Cincinnati, OH",buckeye_jg,,,,
52225,"University of Colorado, Boulder","Boulder, CO",Sim AI,,,,
52380,University of Connecticut,"Storrs, CT",Sim AI,,,,
52441,University of Dayton,"Dayton, OH",arapaho13,,,,
52474,University of Delaware,"Newark, DE",Sim AI,,,,
52251,University of Dubuque,"Dubuque, IA",Sim AI,,,,
52119,University of Findlay,"Findlay, OH",Sim AI,,,,
52036,University of Florida,"Gainesville, FL",chetty1963,,,,
52034,University of Georgia,"Athens, GA",keith43,,,,
52068,University of Hawaii,"Honolulu, HI",Sim AI,,,,
52411,University of Houston,"Houston, TX",Sim AI,,,,
52053,University of Idaho,"Moscow, ID",Sim AI,,,,
52389,"University of Illinois, Champaign","Champaign, IL",Sim AI,,,,
52561,University of Indianapolis,"Indianapolis, IN",soupman78734,,,,
52399,University of Iowa,"Iowa City, IA",Sim AI,,,,
52224,University of Kansas,"Lawrence, KS",davesac57,,,,
52039,University of Kentucky,"Lexington, KY",Sim AI,,,,
52628,University of La Verne,"La Verne, CA",Sim AI,,,,
52048,University of Louisiana at Lafayette,"Lafayette, LA",Sim AI,,,,
52049,University of Louisiana at Monroe,"Monroe, LA",Sim AI,,,,
52383,University of Louisville,"Louisville, KY",Sim AI,,,,
52480,"University of Maine, Orono","Orono, ME",Sim AI,,,,
52344,University of Mary Hardin-Baylor,"Belton, TX",Sim AI,,,,
52217,"University of Maryland, College Park","College Park, MD",Sim AI,,,,
52475,"University of Massachusetts, Amherst","Amherst, MA",Sim AI,,,,
52259,"University of Massachusetts, Dartmouth","North Dartmouth, MA",Sim AI,,,,
52404,University of Memphis,"Memphis, TN",Sim AI,,,,
52218,University of Miami (Florida),"Coral Gables, FL",rmancil,,,,
52392,University of Michigan,"Ann Arbor, MI",bremiro,,,,
52539,"University of Minnesota, Crookston","Crookston, MN",Sim AI,,,,
52163,"University of Minnesota, Duluth","Duluth, MN",Sim AI,,,,
52393,"University of Minnesota, Twin Cities","Minneapolis, MN",thelockedown,,,,
52045,University of Mississippi,"University, MS",Sim AI,,,,
52223,"University of Missouri, Columbia","Columbia, MO",majique,,,,
52153,"University of Missouri, Rolla","Rolla, MO",Sim AI,,,,
52056,University of Montana,"Missoula, MT",Sim AI,,,,
52501,University of Nebraska at Kearney,"Kearney, NE",Sim AI,,,,
52517,University of Nebraska at Omaha,"Omaha, NE",Sim AI,,,,
52222,"University of Nebraska, Lincoln","Lincoln, NE",fredengel,,,,
52471,University of Nevada,"Reno, NV",Sim AI,,,,
52067,"University of Nevada, Las Vegas","Las Vegas, NV",Sim AI,,,,
52481,University of New Hampshire,"Durham, NH",Sim AI,,,,
52061,University of New Mexico,"Albuquerque, NM",Sim AI,,,,
52131,University of North Alabama,"Florence, AL",maxthrust,,,,
52212,"University of North Carolina, Chapel Hill","Chapel Hill, NC",williermo,,,,
52518,University of North Dakota,"Grand Forks, ND",zlionsfan,,,,
52054,University of North Texas,"Denton, TX",Sim AI,,,,
52078,University of Northern Iowa,"Cedar Falls, IA",Sim AI,,,,
52400,University of Notre Dame,"Notre Dame, IN",laswell,,,,
52227,University of Oklahoma,"Norman, OK",bigpoppa85,,,,
52023,University of Oregon,"Eugene, OR",Sim AI,,,,
52087,University of Pennsylvania,"Philadelphia, PA",Sim AI,,,,
52381,University of Pittsburgh,"Pittsburgh, PA",Sim AI,,,,
52306,University of Puget Sound,"Tacoma, WA",Sim AI,,,,
52629,University of Redlands,"Redlands, CA",BlackHaze187,,,,
52476,University of Rhode Island,"Kingston, RI",drewholst,,,,
52482,University of Richmond,"Richmond, VA",Sim AI,,,,
52194,University of Rochester,"Rochester, NY",Sim AI,,,,
52442,University of San Diego,"San Diego, CA",stat10,,,,
52038,"University of South Carolina, Columbia","Columbia, SC",Sim AI,,,,
52519,University of South Dakota,"Vermillion, SD",Sim AI,,,,
52385,University of South Florida,"Tampa, FL",Sim AI,,,,
52030,University of Southern California,"Los Angeles, CA",mpmershon,,,,
52412,University of Southern Mississippi,"Hattiesburg, MS",Sim AI,,,,
52601,University of St. Thomas (Minnesota),"St. Paul, MN",Sim AI,,,,
52104,University of Tennessee at Chattanooga,"Chattanooga, TN",Sim AI,,,,
52429,University of Tennessee at Martin,"Martin, TN",Sim AI,,,,
52035,"University of Tennessee, Knoxville","Knoxville, TN",bjschumacher,,,,
52228,University of Texas at Austin,"Austin, TX",da_goat,,,,
52060,University of Texas at El Paso,"El Paso, TX",Sim AI,,,,
52625,"University of the South, Sewanee","Sewanee, TN",Sim AI,,,,
52420,University of Toledo,"Toledo, OH",Sim AI,,,,
52403,University of Tulsa,"Tulsa, OK",Sim AI,,,,
52062,University of Utah,"Salt Lake City, UT",Sim AI,,,,
52213,University of Virginia,"Charlottesville, VA",Sim AI,,,,
52024,University of Washington,"Seattle, WA",fryedaddy25,,,,
52126,University of West Alabama,"Livingston, AL",poetrynmoten,,,,
52124,University of West Georgia,"Carrollton, GA",Sim AI,,,,
52317,"University of Wisconsin, Eau Claire","Eau Claire, WI",Sim AI,,,,
52318,"University of Wisconsin, La Crosse","La Crosse, WI",Sim AI,,,,
52394,"University of Wisconsin, Madison","Madison, WI",Sim AI,,,,
52323,"University of Wisconsin, Oshkosh","Oshkosh, WI",Sim AI,,,,
52319,"University of Wisconsin, Platteville","Platteville, WI",Sim AI,,,,
52320,"University of Wisconsin, River Falls","River Falls, WI",Sim AI,,,,
52321,"University of Wisconsin, Stevens Point","Stevens Point, WI",Sim AI,,,,
52324,"University of Wisconsin, Stout","Menomonie, WI",Sim AI,,,,
52322,"University of Wisconsin, Whitewater","Whitewater, WI",Sim AI,,,,
52063,University of Wyoming,"Laramie, WY",Sim AI,,,,
52189,Ursinus College,"Collegeville, PA",Sim AI,,,,
52033,US Air Force Academy,"USAF Academy, CO",Sim AI,,,,
52051,US Military Academy,"West Point, NY",Sim AI,,,,
52050,US Naval Academy,"Annapolis, MD",antonchigurh,,,,
52055,Utah State University,"Logan, UT",Sim AI,,,,
52206,Utica College,"Utica, NY",Sim AI,,,,
52132,Valdosta State University,"Valdosta, GA",tywebb004,,,,
52443,Valparaiso University,"Valparaiso, IN",Sim AI,,,,
52037,Vanderbilt University,"Nashville, TN",Sim AI,,,,
52477,Villanova University,"Villanova, PA",sternes9,,,,
52444,Virginia Military Institute,"Lexington, VA",Sim AI,,,,
52219,Virginia Polytechnic Institute and State University,"Blacksburg, VA",Sim AI,,,,
52547,Virginia State University,"Petersburg, VA",gearhead1968,,,,
52548,Virginia Union University,"Richmond, VA",Sim AI,,,,
52295,Wabash College,"Crawfordsville, IN",Sim AI,,,,
52467,Wagner College,"Staten Island, NY",mars,,,,
52214,Wake Forest University,"Winston-Salem, NC",Sim AI,,,,
52248,Wartburg College,"Waverly, IA",Sim AI,,,,
52154,Washburn University of Topeka ,"Topeka, KS",Sim AI,,,,
52253,Washington and Jefferson College,"Washington, PA",Sim AI,,,,
52613,Washington and Lee University,"Lexington, VA",mayoscm30,,,,
52025,Washington State University,"Pullman, WA",Sim AI,,,,
52595,Washington University(Missouri) ,"St. Louis, MO",Sim AI,,,,
52166,Wayne State College (NE),"Wayne, NE",Sim AI,,,,
52120,Wayne State University (MI),"Detroit, MI",raginirish,,,,
52254,Waynesburg College,"Waynesburg, PA",Sim AI,,,,
52488,Weber State University,"Ogden, UT",starfinder77,,,,
52290,Wesley College,"Dover, DE",Sim AI,,,,
52276,Wesleyan University(Connecticut) ,"Middletown, CT",Sim AI,,,,
52175,West Chester University of Pennsylvania ,"West Chester, PA",Sim AI,,,,
52168,West LibertyState College,"West Liberty, WV",Sim AI,,,,
52144,West Texas A&M University,"Canyon, TX",kirkrasbury,,,,
52169,West Virginia State College,"Institute, WV",Sim AI,,,,
52382,West Virginia University,"Morgantown, WV",ozzzball19,,,,
52513,West Virginia UniversityInstituteof Technology,"Montgomery, WV",Sim AI,,,,
52514,West Virginia Wesleyan College,"Buckhannon, WV",Sim AI,,,,
52100,Western Carolina University,"Cullowhee, NC",zanaic,,,,
52199,Western Connecticut State University,"Danbury, CT",Sim AI,,,,
52074,Western Illinois University,"Macomb, IL",Sim AI,,,,
52075,Western Kentucky University,"Bowling Green, KY",Sim AI,,,,
52422,Western Michigan University,"Kalamazoo, MI",Sim AI,,,,
52260,Western New England College,"Springfield, MA",Sim AI,,,,
