wis_id,school_short,location,coach,,,,
51419,"University of California, Los Angeles","Los Angeles, CA",robert porta,,,,
51513,University of Central Arkansas,"Conway, AR",Sim AI,,,,
51816,University of Central Florida,"Orlando, FL",Sim AI,,,,
51526,University of Central Oklahoma,"Edmond, OK",Sim AI,,,,
51555,University of Charleston,"Charleston, WV",Sim AI,,,,
52004,University of Chicago,"Chicago, IL",Sim AI,,,,
51794,University of Cincinnati,"Cincinnati, OH",Sim AI,,,,
51613,"University of Colorado, Boulder","Boulder, CO",brickyard9,,,,
51790,University of Connecticut,"Storrs, CT",bhouska,,,,
51851,University of Dayton,"Dayton, OH",polarsi,,,,
51884,University of Delaware,"Newark, DE",dbrown81,,,,
51639,University of Dubuque,"Dubuque, IA",Sim AI,,,,
51507,University of Findlay,"Findlay, OH",Sim AI,,,,
51424,University of Florida,"Gainesville, FL",shifti,,,,
51422,University of Georgia,"Athens, GA",Sim AI,,,,
51456,University of Hawaii,"Honolulu, HI",Sim AI,,,,
51821,University of Houston,"Houston, TX",jdtilt,,,,
51441,University of Idaho,"Moscow, ID",Sim AI,,,,
51799,"University of Illinois, Champaign","Champaign, IL",tropicana,,,,
51971,University of Indianapolis,"Indianapolis, IN",Sim AI,,,,
51809,University of Iowa,"Iowa City, IA",hawkfan1992,,,,
51612,University of Kansas,"Lawrence, KS",Sim AI,,,,
51427,University of Kentucky,"Lexington, KY",Sim AI,,,,
51712,University of La Verne,"La Verne, CA",Sim AI,,,,
51436,University of Louisiana at Lafayette,"Lafayette, LA",Sim AI,,,,
51437,University of Louisiana at Monroe,"Monroe, LA",Sim AI,,,,
51793,University of Louisville,"Louisville, KY",Sim AI,,,,
51890,"University of Maine, Orono","Orono, ME",Sim AI,,,,
51754,University of Mary Hardin-Baylor,"Belton, TX",Sim AI,,,,
51605,"University of Maryland, College Park","College Park, MD",diamondjim69,,,,
51885,"University of Massachusetts, Amherst","Amherst, MA",Sim AI,,,,
51647,"University of Massachusetts, Dartmouth","North Dartmouth, MA",Sim AI,,,,
51814,University of Memphis,"Memphis, TN",mangera80,,,,
51606,University of Miami (Florida),"Coral Gables, FL",majresorter,,,,
51802,University of Michigan,"Ann Arbor, MI",mholland,,,,
51949,"University of Minnesota, Crookston","Crookston, MN",Sim AI,,,,
51551,"University of Minnesota, Duluth","Duluth, MN",magcb32,,,,
51803,"University of Minnesota, Twin Cities","Minneapolis, MN",rayojr,,,,
51433,University of Mississippi,"University, MS",connorwilly,,,,
51611,"University of Missouri, Columbia","Columbia, MO",Sim AI,,,,
51541,"University of Missouri, Rolla","Rolla, MO",wizbang1943,,,,
51444,University of Montana,"Missoula, MT",Sim AI,,,,
51911,University of Nebraska at Kearney,"Kearney, NE",vatech,,,,
51927,University of Nebraska at Omaha,"Omaha, NE",moose821,,,,
51610,"University of Nebraska, Lincoln","Lincoln, NE",madhatter324,,,,
51881,University of Nevada,"Reno, NV",Sim AI,,,,
51455,"University of Nevada, Las Vegas","Las Vegas, NV",Sim AI,,,,
51891,University of New Hampshire,"Durham, NH",Sim AI,,,,
51449,University of New Mexico,"Albuquerque, NM",Sim AI,,,,
51519,University of North Alabama,"Florence, AL",Sim AI,,,,
51600,"University of North Carolina, Chapel Hill","Chapel Hill, NC",Sim AI,,,,
51928,University of North Dakota,"Grand Forks, ND",Sim AI,,,,
51442,University of North Texas,"Denton, TX",Sim AI,,,,
51466,University of Northern Iowa,"Cedar Falls, IA",Sim AI,,,,
51810,University of Notre Dame,"Notre Dame, IN",tcochran,,,,
51615,University of Oklahoma,"Norman, OK",TBill7,,,,
51411,University of Oregon,"Eugene, OR",Sim AI,,,,
51475,University of Pennsylvania,"Philadelphia, PA",robby_p,,,,
51791,University of Pittsburgh,"Pittsburgh, PA",Sim AI,,,,
51694,University of Puget Sound,"Tacoma, WA",Sim AI,,,,
51713,University of Redlands,"Redlands, CA",Sim AI,,,,
51886,University of Rhode Island,"Kingston, RI",Sim AI,,,,
51892,University of Richmond,"Richmond, VA",Sim AI,,,,
51582,University of Rochester,"Rochester, NY",Sim AI,,,,
51852,University of San Diego,"San Diego, CA",zlionsfan,,,,
51426,"University of South Carolina, Columbia","Columbia, SC",Sim AI,,,,
51929,University of South Dakota,"Vermillion, SD",jade1023,,,,
51795,University of South Florida,"Tampa, FL",Sim AI,,,,
51418,University of Southern California,"Los Angeles, CA",realist9900,,,,
51822,University of Southern Mississippi,"Hattiesburg, MS",Sim AI,,,,
52011,University of St. Thomas (Minnesota),"St. Paul, MN",Sim AI,,,,
51492,University of Tennessee at Chattanooga,"Chattanooga, TN",Sim AI,,,,
51839,University of Tennessee at Martin,"Martin, TN",Sim AI,,,,
51423,"University of Tennessee, Knoxville","Knoxville, TN",kensei44,,,,
51616,University of Texas at Austin,"Austin, TX",cebrake,,,,
51448,University of Texas at El Paso,"El Paso, TX",Sim AI,,,,
51709,"University of the South, Sewanee","Sewanee, TN",Sim AI,,,,
51830,University of Toledo,"Toledo, OH",Sim AI,,,,
51813,University of Tulsa,"Tulsa, OK",Sim AI,,,,
51450,University of Utah,"Salt Lake City, UT",Sim AI,,,,
51601,University of Virginia,"Charlottesville, VA",Sim AI,,,,
51412,University of Washington,"Seattle, WA",Sim AI,,,,
51514,University of West Alabama,"Livingston, AL",Sim AI,,,,
51512,University of West Georgia,"Carrollton, GA",bekses6,,,,
51727,"University of Wisconsin, Eau Claire","Eau Claire, WI",tim121012,,,,
51728,"University of Wisconsin, La Crosse","La Crosse, WI",Sim AI,,,,
51804,"University of Wisconsin, Madison","Madison, WI",Sim AI,,,,
51733,"University of Wisconsin, Oshkosh","Oshkosh, WI",CNote13,,,,
51729,"University of Wisconsin, Platteville","Platteville, WI",Sim AI,,,,
51730,"University of Wisconsin, River Falls","River Falls, WI",Sim AI,,,,
51731,"University of Wisconsin, Stevens Point","Stevens Point, WI",Sim AI,,,,
51734,"University of Wisconsin, Stout","Menomonie, WI",Sim AI,,,,
51732,"University of Wisconsin, Whitewater","Whitewater, WI",Sim AI,,,,
51451,University of Wyoming,"Laramie, WY",Sim AI,,,,
51577,Ursinus College,"Collegeville, PA",Sim AI,,,,
51421,US Air Force Academy,"USAF Academy, CO",Sim AI,,,,
51439,US Military Academy,"West Point, NY",Sim AI,,,,
51438,US Naval Academy,"Annapolis, MD",Sim AI,,,,
51443,Utah State University,"Logan, UT",Sim AI,,,,
51594,Utica College,"Utica, NY",Sim AI,,,,
51520,Valdosta State University,"Valdosta, GA",nemiota,,,,
51853,Valparaiso University,"Valparaiso, IN",zerfo,,,,
51425,Vanderbilt University,"Nashville, TN",Sim AI,,,,
51887,Villanova University,"Villanova, PA",bremiro,,,,
51854,Virginia Military Institute,"Lexington, VA",Sim AI,,,,
51607,Virginia Polytechnic Institute and State University,"Blacksburg, VA",mgdtiger,,,,
51957,Virginia State University,"Petersburg, VA",Sim AI,,,,
51958,Virginia Union University,"Richmond, VA",Scotb50,,,,
51683,Wabash College,"Crawfordsville, IN",Sim AI,,,,
51877,Wagner College,"Staten Island, NY",boinger,,,,
51602,Wake Forest University,"Winston-Salem, NC",Sim AI,,,,
51636,Wartburg College,"Waverly, IA",Sim AI,,,,
51542,Washburn University of Topeka ,"Topeka, KS",Sim AI,,,,
51641,Washington and Jefferson College,"Washington, PA",mctree119,,,,
51697,Washington and Lee University,"Lexington, VA",Sim AI,,,,
51413,Washington State University,"Pullman, WA",canesfan4369,,,,
52005,Washington University(Missouri) ,"St. Louis, MO",snooptym,,,,
51554,Wayne State College (NE),"Wayne, NE",Sim AI,,,,
51508,Wayne State University (MI),"Detroit, MI",Sim AI,,,,
51642,Waynesburg College,"Waynesburg, PA",Sim AI,,,,
51898,Weber State University,"Ogden, UT",Sim AI,,,,
51678,Wesley College,"Dover, DE",Sim AI,,,,
51664,Wesleyan University(Connecticut) ,"Middletown, CT",Sim AI,,,,
51563,West Chester University of Pennsylvania ,"West Chester, PA",Sim AI,,,,
51556,West LibertyState College,"West Liberty, WV",Sim AI,,,,
51532,West Texas A&M University,"Canyon, TX",Sim AI,,,,
51557,West Virginia State College,"Institute, WV",Sim AI,,,,
51792,West Virginia University,"Morgantown, WV",urchinrocky,,,,
51923,West Virginia UniversityInstituteof Technology,"Montgomery, WV",Sim AI,,,,
51924,West Virginia Wesleyan College,"Buckhannon, WV",buyvergecoin,,,,
51488,Western Carolina University,"Cullowhee, NC",ebmidway,,,,
51587,Western Connecticut State University,"Danbury, CT",Sim AI,,,,
51462,Western Illinois University,"Macomb, IL",Sim AI,,,,
51463,Western Kentucky University,"Bowling Green, KY",Sim AI,,,,
51832,Western Michigan University,"Kalamazoo, MI",Sim AI,,,,
51648,Western New England College,"Springfield, MA",Sim AI,,,,
51906,Western New Mexico University,"Silver City, NM",Sim AI,,,,
51932,Western Oregon University,"Monmouth, OR",Sim AI,,,,
51912,Western State College of Colorado ,"Gunnison, CO",Sim AI,,,,
51933,Western Washington University,"Bellingham, WA",tbook,,,,
51653,Westfield State College,"Westfield, MA",Sim AI,,,,
51726,Westminster College(Missouri) ,"Fulton, MO",Sim AI,,,,
52017,Westminster College(Pennsylvania) ,"New Wilmington, PA",Sim AI,,,,
51630,Wheaton College(Illinois) ,"Wheaton, IL",slimslick,,,,
51714,Whittier College,"Whittier, CA",Sim AI,,,,
51973,Whitworth University,"Spokane, WA",Sim AI,,,,
51782,Widener University,"Chester, PA",keeper03,,,,
51777,Wilkes University,"Wilkes-Barre, PA",Sim AI,,,,
51974,Willamette University,"Salem, OR",Sim AI,,,,
51672,William Paterson University of New Jersey,"Wayne, NJ",Sim AI,,,,
51660,Williams College,"Williamstown, MA",Sim AI,,,,
51990,Wilmington College(Ohio) ,"Wilmington, OH",Sim AI,,,,
51918,Wingate University,"Wingate, NC",Sim AI,,,,
51550,Winona State University,"Winona, MN",Sim AI,,,,
51965,Winston-Salem State University,"Winston-Salem, NC",Sim AI,,,,
51765,Wisconsin Lutheran College,"Milwaukee, WI",Sim AI,,,,
51684,Wittenberg University,"Springfield, OH",Sim AI,,,,
51489,Wofford College,"Spartanburg, SC",Sim AI,,,,
51588,Worcester Polytechnic Institute,"Worcester, MA",Sim AI,,,,
51654,Worcester State College,"Worcester, MA",mayoscm30,,,,
51476,Yale University,"New Haven, CT",Sim AI,,,,
51464,Youngstown State University,"Youngstown, OH",Sim AI,,,,
52139,Abilene Christian University,"Abilene, TX",lancers46,,,,
52497,Adams State College,"Alamosa, CO",Sim AI,,,,
52255,Adrian College,"Adrian, MI",Sim AI,,,,
52108,Alabama A&M University,"Normal, AL",Sim AI,,,,
52109,Alabama State University,"Montgomery, AL",Sim AI,,,,
52515,Albany State University,"Albany, GA",Sim AI,,,,
52256,Albion College,"Albion, MI",Sim AI,,,,
52362,Albright College,"Reading, PA",Sim AI,,,,
52110,Alcorn State University,"Alcorn State, MS",finskin32,,,,
52202,Alfred University,"Alfred, NY",Sim AI,,,,
52291,Allegheny College,"Meadville, PA",umspoon,,,,
52257,Alma College,"Alma, MI",Sim AI,,,,
52524,American International College,"Springfield, MA",Sim AI,,,,
52267,Amherst College,"Amherst, MA",Sim AI,,,,
52614,Anderson University (Indiana) ,"Anderson, IN",Sim AI,,,,
52140,Angelo State University,"San Angelo, TX",Sim AI,,,,
52096,Appalachian State University,"Boone, NC",westolla,,,,
52028,Arizona State University,"Tempe, AZ",Sim AI,,,,
52046,Arkansas State University,"Jonesboro, AR",Sim AI,,,,
52121,Arkansas Tech University,"Russellville, AR",zl33,,,,
52556,Ashland University,"Ashland, OH",Sim AI,,,,
52530,Assumption College,"Worcester, MA",Sim AI,,,,
52040,Auburn University,"Auburn, AL",Sim AI,,,,
52596,Augsburg College,"Minneapolis, MN",Sim AI,,,,
52157,Augustana College,"Sioux Falls, SD",Sim AI,,,,
52241,Augustana College (Illinois) ,"Rock Island, IL",Sim AI,,,,
52207,Aurora University,"Aurora, IL",Sim AI,,,,
52345,Austin College,"Sherman, TX",fearthebrew,,,,
52445,Austin Peay State University,"Clarksville, TN",Sim AI,,,,
52631,Averett University,"Danville, VA",Sim AI,,,,
52571,Baldwin-Wallace College,"Berea, OH",Sim AI,,,,
52423,Ball State University,"Muncie, IN",Sim AI,,,,
52273,Bates College,"Lewiston, ME",Sim AI,,,,
52232,Baylor University,"Waco, TX",stalagna,,,,
52374,Beloit College,"Beloit, WI",Norg26,,,,
52536,Bemidji State University,"Bemidji, MN",Bierkieser1,,,,
52516,Benedict College,"Columbia, SC",Sim AI,,,,
52237,Benedictine University (Illinois) ,"Lisle, IL",Sim AI,,,,
52525,Bentley College,"Waltham, MA",reigny,,,,
52605,Bethany College (West Virginia) ,"Bethany, WV",Sim AI,,,,
52597,Bethel College (Minnesota) ,"St. Paul, MN",Sim AI,,,,
52456,Bethune-Cookman College,"Daytona Beach, FL",Sim AI,,,,
52570,Blackburn College,"Carlinville, IL",Sim AI,,,,
52170,Bloomsburg University of Pennsylvania ,"Bloomsburg, PA",Sim AI,,,,
52615,Bluffton College,"Bluffton, OH",Sim AI,,,,
52059,Boise State University,"Boise, ID",Sim AI,,,,
52220,Boston College,"Chestnut Hill, MA",ironmandmk,,,,
52274,Bowdoin College,"Brunswick, ME",Sim AI,,,,
52544,Bowie State University,"Bowie, MD",Sim AI,,,,
52419,Bowling Green State University,"Bowling Green, OH",Sim AI,,,,
52583,Bridgewater College (Virginia) ,"Bridgewater, VA",Sim AI,,,,
52261,Bridgewater State College,"Bridgewater, MA",Sim AI,,,,
52027,Brigham Young University,"Provo, UT",Sim AI,,,,
52083,Brown University,"Providence, RI",dhawkes41,,,,
52526,Bryant University,"Smithfield, RI",Sim AI,,,,
52091,Bucknell University,"Lewisburg, PA",jaredpaventi,,,,
52243,Buena Vista University,"Storm Lake, IA",KevinSCortez,,,,
52285,Buffalo State College,"Buffalo, NY",Sim AI,,,,
52439,Butler University,"Indianapolis, IN",Sim AI,,,,
52349,California Lutheran University,"Thousand Oaks, CA",tbook,,,,
52486,California Polytechnic State University,"San Luis Obispo, CA",Sim AI,,,,
52064,"California State University, Fresno","Fresno, CA",Sim AI,,,,
52484,"California State University, Sacramento","Sacramento, CA",quelch,,,,
52176,California University of Pennsylvania,"California, PA",Sim AI,,,,
52572,Capital University,"Columbus, OH",Sim AI,,,,
52602,Carleton College,"Northfield, MN",htbaxter,,,,
52301,Carnegie Mellon University,"Pittsburgh, PA",Sim AI,,,,
52590,Carroll College (Wisconsin),"Waukesha, WI",Sim AI,,,,
52503,Carson-Newman College,"Jefferson City, TN",BloodRed,,,,
52328,Carthage College,"Kenosha, WI",Sim AI,,,,
52302,Case Western Reserve University,"Cleveland, OH",Sim AI,,,,
52504,Catawba College,"Salisbury, NC",Sim AI,,,,
52584,Catholic University,"Washington, DC",mdohertyjr,,,,
52244,Central College (Iowa),"Pella, IA",Sim AI,,,,
52468,Central Connecticut State University,"New Britain, CT",Sim AI,,,,
52021,Central Michigan University,"Mount Pleasant, MI",Sim AI,,,,
52145,Central Missouri State University,"Warrensburg, MO",Sim AI,,,,
52520,Central Washington University,"Ellensburg, WA",Sim AI,,,,
52619,Centre College,"Danville, KY",Sim AI,,,,
52182,Chadron State College,"Chadron, NE",Sim AI,,,,
52286,Chapman University,"Orange, CA",Sim AI,,,,
52094,Charleston Southern University,"Charleston, SC",abdfl,,,,
52156,Cheyney University of Pennsylvania ,"Cheyney, PA",mojolad,,,,
52311,Chowan University,"Murfreesboro, NC",Sim AI,,,,
52632,Christopher Newport University,"Newport News, VA",Sim AI,,,,
52350,Claremont McKenna-Harvey Mudd-Scripps Colleges ,"Claremont, CA",Sim AI,,,,
52177,Clarion University of Pennsylvania ,"Clarion, PA",Sim AI,,,,
52333,Clark Atlanta University,"Atlanta, GA",Sim AI,,,,
52209,Clemson University,"Clemson, SC",katzphang88,,,,
52095,Coastal Carolina University,"Conway, SC",Sim AI,,,,
52249,Coe College,"Cedar Rapids, IA",CTycoon,,,,
52268,Colby College,"Waterville, ME",Sim AI,,,,
52092,Colgate University,"Hamilton, NY",Sim AI,,,,
52581,College of Mount St. Joseph ,"Cincinnati, OH",Sim AI,,,,
52448,College of the Holy Cross,"Worcester, MA",veejay,,,,
52472,College of William and Mary,"Williamsburg, VA",Sim AI,,,,
52292,College of Wooster ,"Wooster, OH",Sim AI,,,,
52358,Colorado College,"Colorado Springs, CO",Sim AI,,,,
52183,Colorado School of Mines ,"Golden, CO",Sim AI,,,,
52388,Colorado State University,"Fort Collins, CO",Sim AI,,,,
52084,Columbia University,"New York, NY",Sim AI,,,,
52534,Concord College,"Athens, WV",Sim AI,,,,
52598,"Concordia College, Moorhead ","Moorhead, MN",Sim AI,,,,
52238,Concordia University (Illinois) ,"River Forest, IL",goldencats,,,,
52208,Concordia University (Wisconsin) ,"Mequon, WI",Sim AI,,,,
52164,"Concordia University, St. Paul ","Concordia, MN",Sim AI,,,,
52250,Cornell College (D-III),"Mt. Vernon, IA",Sim AI,,,,
52089,Cornell University,"Ithaca, NY",Sim AI,,,,
52608,Curry College,"Milton, MA",Sim AI,,,,
52085,Dartmouth College,"Hanover, NH",Sim AI,,,,
52446,Davidson College,"Davidson, NC",Sim AI,,,,
52582,Defiance College,"Defiance, OH",Sim AI,,,,
52452,Delaware State University,"Dover, DE",Sim AI,,,,
52363,Delaware Valley College,"Doylestown, PA",Sim AI,,,,
52127,Delta State University,"Cleveland, MS",Sim AI,,,,
52297,Denison University,"Granville, OH",Sim AI,,,,
52386,DePaul University,"Chicago, IL",Sim AI,,,,
52620,DePauw University,"Greencastle, IN",Sim AI,,,,
52351,Dickinson College,"Carlisle, PA",Sim AI,,,,
52440,Drake University,"Des Moines, IA",Sim AI,,,,
52210,Duke University,"Durham, NC",Sim AI,,,,
52453,Duquesne University,"Pittsburgh, PA",Sim AI,,,,
52298,Earlham College,"Richmond, IN",Sim AI,,,,
52401,East Carolina University,"Greenville, NC",Sim AI,,,,
52133,East Central University,"Ada, OK",Sim AI,,,,
52171,East Stroudsburg University of Pennsylvania ,"East Stroudsburg, PA",Sim AI,,,,
52102,East Tennessee State University,"Johnson City, TN",Sim AI,,,,
52339,East Texas Baptist University,"Marshall, TX",gebraswell,,,,
52427,Eastern Illinois University,"Charleston, IL",Sim AI,,,,
52433,Eastern Kentucky University,"Richmond, KY",Sim AI,,,,
52418,Eastern Michigan University,"Ypsilanti, MI",kevsgirl,,,,
52141,Eastern New Mexico University,"Portales, NM",Sim AI,,,,
52565,Eastern Oregon University,"La Grande, OR",Sim AI,,,,
52485,Eastern Washington University,"Cheney, WA",Sim AI,,,,
52178,Edinboro University of Pennsylvania ,"Edinboro, PA",Sim AI,,,,
52545,Elizabeth City State University,"Elizabeth City, NC",Sim AI,,,,
52239,Elmhurst College,"Elmhurst, IL",SeveranceBil,,,,
52103,Elon University,"Elon, NC",Sim AI,,,,
52585,Emory and Henry College,"Emory, VA",Sim AI,,,,
52146,Emporia State University,"Emporia, KS",Sim AI,,,,
52609,Endicott College,"Beverly, MA",cdw34,,,,
52233,Eureka College,"Eureka, IL",Sim AI,,,,
52368,"Fairleigh Dickinson University, Madison ","Madison, NJ",Sim AI,,,,
52535,Fairmont State College,"Fairmont, WV",Sim AI,,,,
52550,Fayetteville State University,"Fayetteville, NC",Sim AI,,,,
52562,Ferris State University,"Big Rapids, MI",Sim AI,,,,
52307,Ferrum College,"Ferrum, VA",Sim AI,,,,
52262,Fitchburg State College,"Fitchburg, MA",Sim AI,,,,
52450,Florida A&M University,"Tallahassee, FL",Sim AI,,,,
52483,Florida Atlantic University,"Boca Raton, FL",Sim AI,,,,
52079,Florida International University,"Miami, FL",Sim AI,,,,
52215,Florida State University,"Tallahassee, FL",joehonus,,,,
52449,Fordham University,"Bronx, NY",Sim AI,,,,
52184,Fort Hays State University,"Hays, KS",Sim AI,,,,
52498,Fort Lewis College,"Durango, CO",Sim AI,,,,
52329,Fort Valley State University,"Fort Valley, GA",ArdieJ16,,,,
52277,Framingham State College,"Framingham, MA",Sim AI,,,,
52352,Franklin & Marshall College,"Lancaster, PA",Sim AI,,,,
52616,Franklin College,"Franklin, IN",Sim AI,,,,
52566,Frostburg State University,"Frostburg, MD",Sim AI,,,,
52097,Furman University,"Greenville, SC",Sim AI,,,,
52549,Gannon University,"Erie, PA",Sim AI,,,,
52113,Gardner-Webb University,"Boiling Springs, NC",Sim AI,,,,
52470,Georgetown University,"Washington, DC",shanmeg,,,,
52211,Georgia Institute of Technology,"Atlanta, GA",Sim AI,,,,
52098,Georgia Southern University,"Statesboro, GA",Sim AI,,,,
52185,Gettysburg College,"Gettysburg, PA",Sim AI,,,,
52511,Glenville State College,"Glenville, WV",Sim AI,,,,
52114,Grambling State University,"Grambling, LA",Sim AI,,,,
52557,Grand Valley State University,"Allendale, MI",Sim AI,,,,
52308,Greensboro College,"Greensboro, NC",Sim AI,,,,
52234,Greenville College,"Greenville, IL",Sim AI,,,,
52591,Grinnell College,"Grinnell, IA",Sim AI,,,,
52606,Grove City College,"Grove City, PA",Sim AI,,,,
52586,Guilford College,"Greensboro, NC",Sim AI,,,,
52599,Gustavus Adolphus College,"St. Peter, MN",Sim AI,,,,
52275,Hamilton College,"Clinton, NY",Sim AI,,,,
52603,Hamline University,"St. Paul, MN",Sim AI,,,,
52611,Hampden-Sydney College,"Hampden-Sydney, VA",Sim AI,,,,
52457,Hampton University,"Hampton, VA",Sim AI,,,,
52617,Hanover College,"Hanover, IN",Sim AI,,,,
52122,Harding University,"Searcy, AR",Sim AI,,,,
52340,Hardin-Simmons University,"Abilene, TX",Sim AI,,,,
52203,Hartwick College,"Oneonta, NY",Sim AI,,,,
52086,Harvard University,"Boston, MA",Sim AI,,,,
52577,Heidelberg College,"Tiffin, OH",UofM_GO_BLUE,,,,
52128,Henderson State University,"Arkadelphia, AR",apmcpm,,,,
52116,Hillsdale College,"Hillsdale, MI",Sim AI,,,,
52299,Hiram College,"Hiram, OH",Sim AI,,,,
52190,Hobart and William Smith Colleges ,"Geneva, NY",lsumedici,,,,
52478,Hofstra University,"Hempstead, NY",Sim AI,,,,
52353,Hope College,"Holland, MI",deep_ball,,,,
52341,Howard Payne University,"Brownwood, TX",Sim AI,,,,
52458,Howard University,"Washington, DC",Sim AI,,,,
52521,Humboldt State University,"Arcata, CA",dlander,,,,
52287,Huntingdon College,"Montgomery, AL",geauxdaddy,,,,
52360,Husson College,"Bangor, ME",Sim AI,,,,
52490,Idaho State University,"Pocatello, ID",Sim AI,,,,
52375,Illinois College,"Jacksonville, IL",Sim AI,,,,
52071,Illinois State University,"Normal, IL",tyger1147,,,,
52240,Illinois Wesleyan University,"Bloomington, IL",Sim AI,,,,
52072,Indiana State University,"Terre Haute, IN",Sim AI,,,,
52179,Indiana University of Pennsylvania ,"Indiana, PA",pugsly55,,,,
52398,"Indiana University, Bloomington","Bloomington, IN",Sim AI,,,,
52430,Iona College,"New Rochelle, NY",Sim AI,,,,
52226,Iowa State University,"Ames, IA",Sim AI,,,,
52204,Ithaca College,"Ithaca, NY",Sim AI,,,,
52111,Jackson State University,"Jackson, MS",Sim AI,,,,
52434,Jacksonville State University,"Jacksonville, AL",rorisiojr,,,,
52447,Jacksonville University,"Jacksonville, FL",Sim AI,,,,
52473,James Madison University,"Harrisonburg, VA",awyborski,,,,
52573,John Carroll University,"University Heights, OH",Sim AI,,,,
52186,Johns Hopkins University,"Baltimore, MD",plumken,,,,
52551,Johnson C. Smith University,"Charlotte, NC",Sim AI,,,,
52369,Juniata College,"Huntingdon, PA",Sim AI,,,,
52354,Kalamazoo College,"Kalamazoo, MI",Sim AI,,,,
52221,Kansas State University,"Manhattan, KS",Sim AI,,,,
52279,Kean University,"Union, NJ",Sim AI,,,,
52415,Kent State University,"Kent, OH",kennys,,,,
52330,Kentucky State University,"Frankfort, KY",thejargon,,,,
52336,Kentucky Wesleyan College,"Owensboro, KY",Sim AI,,,,
52293,Kenyon College,"Gambier, OH",Sim AI,,,,
52364,King`s College (Pennsylvania) ,"Wilkes-Barre, PA",Sim AI,,,,
52592,Knox College,"Galesburg, IL",tittiboi,,,,
52172,Kutztown University of Pennsylvania ,"Kutztown, PA",bnscpl,,,,
52454,La Salle University,"Philadelphia, PA",Sim AI,,,,
52424,Lafayette College,"Easton, PA",Sim AI,,,,
52376,Lake Forest College,"Lake Forest, IL",Sim AI,,,,
52235,Lakeland College,"Sheboygan, WI",Boneyard25,,,,
52334,Lane College,"Jackson, TN",Sim AI,,,,
52593,Lawrence University,"Appleton, WI",Sim AI,,,,
52370,Lebanon Valley College,"Annville, PA",Sim AI,,,,
52425,Lehigh University,"Bethlehem, PA",Sim AI,,,,
52509,Lenoir-Rhyne College,"Hickory, NC",Sim AI,,,,
52303,Lewis and Clark College,"Portland, OR",Sim AI,,,,
52543,Liberty University,"Lynchburg, VA",Sim AI,,,,
52304,Linfield College,"Mc Minnville, OR",Sim AI,,,,
52552,Livingstone College,"Salisbury, NC",Sim AI,,,,
52155,Lock Haven University of Pennsylvania ,"Lock Haven, PA",Sim AI,,,,
52527,Long Island University,"Brookville, NY",Sim AI,,,,
52245,Loras College,"Dubuque, IA",Sim AI,,,,
52342,Louisiana College,"Pineville, LA",Sim AI,,,,
52041,Louisiana State University,"Baton Rouge, LA",tangocbear,,,,
52058,Louisiana Tech University,"Ruston, LA",Sim AI,,,,
52246,Luther College,"Decorah, IA",Sim AI,,,,
52365,Lycoming College,"Williamsport, PA",Sim AI,,,,
52357,Macalester College,"St. Paul, MN",Sim AI,,,,
52236,MacMurray College,"Jacksonville, IL",Sim AI,,,,
52263,Maine MaritimeAcademy,"Castine, ME",Sim AI,,,,
52618,Manchester College,"North Manchester, IN",Sim AI,,,,
52173,Mansfield University of Pennsylvania ,"Mansfield, PA",Sim AI,,,,
52312,Maranatha Baptist Bible College,"Watertown, WI",Sim AI,,,,
52578,Marietta College,"Marietta, OH",Sim AI,,,,
52431,Marist College,"Poughkeepsie, NY",Sim AI,,,,
52387,Marquette University,"Milwaukee, WI",efeighny,,,,
52505,Mars Hill College,"Mars Hill, NC",Sim AI,,,,
52405,Marshall University,"Huntington, WV",Sim AI,,,,
52359,Martin Luther College,"New Ulm, MN",Sim AI,,,,
52313,Maryville College (Tennessee),"Maryville, TN",Sim AI,,,,
52278,Massachusetts Institute of Technology,"Cambridge, MA",Sim AI,,,,
52264,Massachusetts Maritime Academy,"Buzzards Bay, MA",Sim AI,,,,
52187,McDaniel College,"Westminster, MD",Sim AI,,,,
52343,McMurry University,"Abilene, TX",Sim AI,,,,
52105,McNeese State University,"Lake Charles, LA",Sim AI,,,,
52567,Menlo College,"Atherton, CA",holdaway,,,,
52558,Mercyhurst College,"Erie, PA",Sim AI,,,,
52528,Merrimack College,"North Andover, MA",Sim AI,,,,
52499,Mesa State College,"Grand Junction, CO",Sim AI,,,,
52309,Methodist College,"Fayetteville, NC",Sim AI,,,,
52413,Miami University (Ohio),"Oxford, OH",braddee18,,,,
52390,Michigan State University,"East Lansing, MI",Sim AI,,,,
52117,Michigan Technological University,"Houghton, MI",rdeey22,,,,
52047,Middle Tennessee State University,"Murfreesboro, TN",Sim AI,,,,
52269,Middlebury College,"Middlebury, VT",Sim AI,,,,
52494,Midwestern State University,"Wichita Falls, TX",Sim AI,,,,
52331,Miles College,"Birmingham, AL",Sim AI,,,,
52174,Millersville University of Pennsylvania ,"Millersville, PA",Sim AI,,,,
52325,Millikin University,"Decatur, IL",Sim AI,,,,
52621,Millsaps College,"Jackson, MS",Sim AI,,,,
52158,"Minnesota State University, Mankato ","Mankato, MN",Sim AI,,,,
52537,"Minnesota State University, Moorhead ","Moorhead, MN",Sim AI,,,,
52346,Mississippi College,"Clinton, MS",Sim AI,,,,
52042,Mississippi State University,"Mississippi St., MS",Sim AI,,,,
52112,Mississippi Valley State University,"Itta Bena, MS",Sim AI,,,,
